ID,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26
10262,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Strongly disagree,Slightly agree,Slightly agree,Slightly agree,Strongly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree
14423,Slightly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Slightly agree,Slightly disagree,Strongly disagree,Slightly agree,Strongly disagree,Strongly disagree,Slightly agree,Strongly disagree,Slightly agree,Strongly agree,Slightly agree,Strongly disagree,Strongly disagree,Strongly disagree,Slightly agree,Slightly agree,Strongly agree,Strongly agree,Strongly disagree,Slightly agree,Slightly agree,Slightly disagree
64515,Strongly disagree,Slightly disagree,Strongly disagree,Slightly agree,Strongly disagree,Slightly agree,Strongly disagree,Slightly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Slightly disagree,Strongly disagree,Slightly disagree,Slightly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Slightly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Slightly agree
70733,Strongly disagree,Slightly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Slightly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree
66994,Strongly agree,Slightly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Slightly agree,Slightly agree,Strongly agree,Strongly agree,Strongly agree,Slightly agree,Slightly agree,Strongly agree,Slightly agree,Slightly agree,Slightly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Slightly agree
46653,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Slightly agree,Strongly disagree,Slightly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Slightly disagree,Slightly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Slightly agree,Strongly disagree,Slightly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree
12337,Strongly disagree,Slightly agree,Slightly disagree,Slightly agree,Strongly disagree,Strongly agree,Slightly agree,Slightly agree,Strongly agree,Slightly agree,Slightly disagree,Strongly disagree,Strongly disagree,Slightly disagree,Slightly disagree,Strongly disagree,Slightly agree,Strongly disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree
77980,Slightly agree,Strongly agree,Slightly agree,Slightly agree,Strongly agree,Strongly agree,Slightly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Slightly agree,Strongly agree
58000,Strongly disagree,Slightly agree,Strongly disagree,Slightly disagree,Strongly disagree,Strongly agree,Strongly disagree,Slightly disagree,Strongly disagree,Slightly agree,Strongly disagree,Slightly agree,Strongly disagree,Strongly agree,Slightly disagree,Slightly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree
63199,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree
64392,Slightly agree,Strongly disagree,Strongly disagree,Slightly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Slightly agree,Slightly disagree,Strongly agree,Slightly agree,Strongly disagree,Slightly agree,Slightly agree,Slightly agree,Strongly disagree,Slightly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Slightly disagree,Slightly agree,Strongly disagree,Strongly agree,Slightly agree,Slightly agree
61439,Slightly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Slightly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree
89375,Slightly agree,Slightly disagree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Strongly agree,Strongly agree,Slightly disagree,Strongly disagree,Slightly disagree,Slightly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree
84626,Strongly disagree,Slightly disagree,Strongly disagree,Strongly disagree,Slightly disagree,Slightly agree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly agree,Slightly agree,Strongly disagree,Strongly disagree,Strongly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Strongly disagree,Strongly disagree,Slightly disagree
50413,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree
35943,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Slightly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Slightly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Slightly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree
31837,Slightly disagree,Strongly disagree,Strongly disagree,Slightly disagree,Strongly disagree,Slightly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Slightly agree,Strongly disagree,Slightly disagree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree
12174,Slightly agree,Strongly agree,Slightly disagree,Slightly disagree,Slightly agree,Slightly disagree,Strongly agree,Slightly agree,Strongly disagree,Slightly disagree,Slightly agree,Strongly agree,Slightly agree,Slightly disagree,Strongly agree,Slightly disagree,Slightly agree,Strongly agree,Slightly agree,Slightly disagree,Strongly agree,Slightly disagree,Strongly disagree,Slightly agree,Slightly disagree,Slightly agree
14676,Slightly agree,Strongly agree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Strongly agree,Slightly agree,Slightly agree,Strongly agree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree
85743,Slightly disagree,Strongly disagree,Slightly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Slightly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Slightly agree,Strongly agree,Strongly agree,Strongly disagree,Slightly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Slightly agree,Strongly agree
22281,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
51862,Slightly agree,Strongly agree,Strongly agree,Slightly agree,Slightly agree,Strongly agree,Slightly agree,Slightly disagree,Slightly agree,Strongly agree,Slightly agree,Slightly agree,Strongly agree,Slightly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Slightly disagree,Slightly agree,Strongly agree,Slightly agree,Slightly agree,Strongly agree,Slightly agree
16802,Slightly agree,Strongly agree,Strongly agree,Strongly disagree,Slightly disagree,Slightly agree,Slightly agree,Strongly agree,Strongly agree,Strongly disagree,Slightly disagree,Strongly disagree,Slightly disagree,Strongly disagree,Strongly agree,Slightly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Slightly agree,Strongly agree,Strongly agree
39704,Slightly agree,Strongly agree,Slightly agree,Slightly disagree,Slightly agree,Strongly agree,Slightly agree,Slightly agree,Strongly agree,Slightly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Strongly agree,Strongly agree,Slightly agree,Slightly agree,Strongly agree,Strongly agree,Slightly agree,Slightly agree,Strongly agree,Strongly agree
45582,Strongly disagree,Strongly disagree,Strongly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Strongly disagree,Slightly agree,Slightly disagree,Strongly disagree,Strongly disagree,Slightly disagree,Slightly agree,Strongly agree,Strongly disagree,Slightly agree,Slightly agree,Slightly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Slightly agree
87227,Slightly agree,Strongly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree
36467,Strongly disagree,Slightly disagree,Slightly disagree,Strongly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Strongly disagree,Slightly disagree,Slightly disagree,Slightly agree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Slightly disagree,Slightly disagree,Strongly disagree,Strongly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree
11731,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
36548,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
70153,Strongly disagree,Strongly disagree,Strongly disagree,Slightly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Slightly disagree,Slightly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Slightly disagree,Strongly disagree,Strongly agree,Strongly disagree,Slightly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree
78055,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
26221,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Strongly disagree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Strongly disagree,Slightly disagree,Strongly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Slightly disagree
67577,Strongly disagree,Slightly agree,Strongly disagree,Slightly agree,Slightly disagree,Slightly disagree,Strongly disagree,Slightly disagree,Strongly disagree,Slightly agree,Slightly disagree,Slightly agree,Strongly disagree,Strongly agree,Slightly agree,Slightly disagree,Slightly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree
